region,location,num_of_rooms,size,fee,final_price,initial_price,year_built,mgmt_cost
Stockholm,Södermalm,3,80.5,3207,5500000,4295000,1962,2256
Stockholm,Södermalm,3,71,4239,7330000,6295000,1937,2256
Stockholm,Stockholm,3,79,5443,2610000,1995000,1989,2256
Stockholm,Östberga,3,83,4311,2200000,1995000,1969,3000
Stockholm,Östermalm,2,35,1976,3050000,2795000,1938,3600
Stockholm,NorraDjurgårdsstaden,4,96,4565,8495000,8495000,2017,11712
Stockholm,Stockholm,3,72,3310,5920000,5495000,1929,5124
Stockholm,Kungsholmen,3,81,4298,5650000,5650000,1930,8760
Stockholm,Vasastan,2,66,3237,6300000,5475000,1906,6000
Solna,Huvudsta,3,82.3,2708,4020000,4020000,1966,5500
Stockholm,Bromma,4,96,5188,3700000,3700000,2009,5500
Sollentuna,Tureberg,3,69,3845,2950000,2950000,2013,6000
Stockholm,HammarbySjöstad,4,99,5076,6710000,6495000,2019,8400
Stockholm,Vasastan,2,50,1833,5975000,4695000,1901,4300
Stockholm,Enskede,3,68,3792,3125000,2695000,1947,7920
Stockholm,Hägersten,4,75,4242,5550000,4395000,1948,5020
Stockholm,Stockholm,2,42.5,3058,4210000,3450000,1929,5020
Stockholm,Södermalm,2,65,2543,5530000,4950000,1897,16500
Stockholm,Bromma,2,62,2682,3800000,3295000,1984,5000
Stockholm,Kungsholmen,4.5,116,3705,11420000,9500000,1929,8348
Stockholm,Fruängen,2,56,3252,2620000,2195000,1954,4780
Stockholm,Högdalen,1,28.5,1672,2030000,1695000,1959,2800
Solna,Frösunda,2,59.5,3508,3575000,2850000,2009,4860
Solna,VästraSkogen,2,47,3036,3340000,2695000,2016,2500
Stockholm,Vasastan,1,32,1464,3370000,2900000,1929,5700
Stockholm,Södermalm,1,29,1330,2850000,2350000,1910,10169
Solna,Arenastaden,2,43,2741,2710000,2495000,2019,1505
Solna,Huvudsta,3,88.4,4206,4550000,3995000,1968,4500
Stockholm,Kungsholmen,1.5,39,1650,3350000,2595000,1930,3700
Solna,Råsunda,2,49,2585,3160000,2595000,1947,5256
Stockholm,Aspudden,2,53,2965,3350000,2795000,1945,5256
Stockholm,Abrahamsberg,2,51,3436,3015000,2495000,1939,4800
Stockholm,Aspudden,1,38,2290,2750000,2195000,1949,4800
Stockholm,Riksby,1.5,44,2241,2400000,1995000,1944,4800
Stockholm,Kungsholmen,2,43,2459,3300000,2995000,1944,8004
Stockholm,Kungsholmen,3,75,4277,5900000,5475000,1938,8004
Solna,Näckrosen,2,56,3127,3250000,3250000,2019,8004
Stockholm,Kista,2,59,3636,2000000,1845000,1990,1440
Stockholm,Fredhäll,1,22,1504,2100000,1895000,1990,1440
Solna,BergshamraSödra,4,75,3830,4450000,3795000,1989,9924
Stockholm,Akalla,3,76,4500,2000000,1795000,1976,9924
Stockholm,Sätra,4,103,6781,3700000,3490000,2019,9924
Stockholm,HammarbySjöstad,2,44,3121,3050000,2795000,2003,5400
Stockholm,Bromsten,4,93,5124,2475000,2195000,1963,5400
Stockholm,Kungsholmen,2,36,1979,3100000,3100000,1931,6100
Sundbyberg,CentralaSundbyberg,2,33,1910,3000000,2395000,1936,5200
Stockholm,Östermalm,5,124,6560,12850000,11500000,1905,6000
Stockholm,Högdalen,2,56,3212,2500000,2500000,1955,3600
Stockholm,Östermalm,3,90,3705,9900000,8950000,1881,3600
Stockholm,Södermalm,3,69,2354,6320000,5495000,1905,4200
Sundbyberg,Sundbyberg,3,83,3567,5800000,5895000,2017,4200
Stockholm,Östermalm,6,204,5699,22000000,22900000,1888,16800
Stockholm,Kungsholmen,1,23,1208,2560000,2195000,1933,4800
Nacka,Hedvigslund,2,48,3287,2000000,1895000,1993,7968
Sundbyberg,Sundbyberg,1,42,2979,2500000,2495000,1936,8424
Stockholm,Vällingby,1,36,1905,2100000,1750000,2019,3000
Stockholm,Kungsholmen,2,48,1404,4100000,3695000,1937,5640
Nacka,Alphyddan,3,79,3601,4270000,3695000,1965,3900
Stockholm,Bandhagen,3,69,4092,2570000,2190000,1953,3200
Stockholm,Vasastan,2,49,2810,5180000,4795000,1907,3200
Stockholm,Södermalm,1,25,1360,2700000,2700000,1929,2400
Stockholm,Västertorp,2,54.6,3970,2820000,2295000,1996,4000
Stockholm,Kungsholmen,3,79,3297,5790000,5595000,2009,9000
Stockholm,Årsta,3,83,4103,5200000,4795000,2016,8200
Stockholm,Östermalm,3,87,4061,9800000,9450000,1879,8200
Stockholm,Vasastan,2,40,2116,4310000,3750000,1928,8200
Nacka,Nacka,3,69,4151,2500000,2395000,1928,3900
Stockholm,Kungsholmen,2,42,1954,3870000,2995000,1932,4800
Nacka,Björknäs,3,69,4557,2495000,2495000,1932,5000
Stockholm,Vasastan,2,60,2328,5280000,4950000,1926,5000
Stockholm,HammarbySjöstad,2,47,2621,3350000,2995000,1926,5400
Stockholm,Vasastan,3,66,2502,6200000,6150000,1892,7800
Stockholm,Kungsholmen,2,58,2270,5050000,4495000,1931,7800
Stockholm,Kungsholmen,3,62,3304,5740000,4995000,1933,9600
Stockholm,HammarbySjöstad,4,113,5285,8250000,8475000,2009,13000
Stockholm,Södermalm,4,104,4520,9000000,9500000,1862,13000
Stockholm,Akalla,3,73,4787,1940000,1790000,1976,13000
Sundbyberg,CentralaSundbyberg,2,38,2789,2850000,2495000,1937,13000
Stockholm,Maria,2,61,3222,4645000,4250000,1991,5856
Stockholm,Skarpnäck,4,101.5,6664,3750000,2895000,1985,9212
Sundbyberg,Ursvik,3,62,3632,2620000,2495000,2015,9212
Stockholm,Vällingby,3,79,5243,2900000,2595000,2015,4200
Stockholm,Vasastan,4,139,4204,11800000,11500000,1913,13700
Sundbyberg,CentralaSundbyberg,1,22,920,2260000,1850000,1913,13700
Sundbyberg,Rissne,3,79,3812,2620000,2490000,1982,13700
Stockholm,Enskede,3,78,4107,4920000,4995000,2019,13700
Stockholm,Örby,2,62,1763,2410000,1995000,1968,13700
Solna,Järvastaden,3,78,4012,3840000,3840000,2013,5400
Stockholm,Bromma,1,36,1756,2400000,1995000,1943,6960
Stockholm,Bromma,4,75,4398,4200000,3695000,2010,3240
Solna,VästraSkogen,3,78,4225,5000000,5000000,2010,3240
Stockholm,Enskededalen,3,88,4090,3425000,3500000,1982,6600
Stockholm,Aspudden,3,73,4259,5350000,4395000,1949,3130
Stockholm,Älvsjö,5,136,6533,5710000,5490000,2013,4981
Stockholm,Vasastan,2,84,4652,6950000,6995000,1891,5220
Stockholm,Högdalen,2,40,2574,2350000,1995000,2017,3600
Stockholm,Hjorthagen,2,44.2,2943,3300000,2995000,1937,3600
Stockholm,NorraDjurgårdsstaden,4,96,5530,7100000,6595000,2015,9000
Stockholm,Hjorthagen,2,44.2,2941,3100000,2995000,1935,8040
Sollentuna,Tureberg,3,77.5,4505,3050000,2595000,2009,8040
Sollentuna,Silverdal,2,66,4169,2950000,2950000,2013,8040
Stockholm,Midsommarkransen,2,35,2235,2725000,2150000,1940,6120
Solna,Solna,4,82,4169,4400000,4400000,2015,5280
Solna,Huvudsta,2,54,2725,3010000,2395000,1952,6360
Solna,Råsunda,2,41,2289,2750000,2750000,2019,6360
Solna,Råsunda,3,58,3829,3950000,3495000,2017,6360
Stockholm,Vasastan,3,50,1755,5400000,4895000,2017,6600
Stockholm,Stockholm,4,88,4442,3135000,2595000,2017,6600
Stockholm,Vasastan,2,68.5,3563,4400000,3995000,1992,3600
Stockholm,Bromma,3,74,4117,4350000,3995000,2014,11040
Stockholm,Bromma,3,62,4152,4125000,3295000,1936,5800
Stockholm,Midsommarkransen,1.5,48,2784,2900000,2495000,2012,2340
Stockholm,Södermalm,3.5,109,5629,10200000,8495000,1914,10700
Stockholm,Hammarbyhöjden,3,63,3905,4625000,3650000,1938,3000
Stockholm,Enskede,3,68,3718,3250000,2895000,1948,5400
Solna,Bergshamra,3,81.1,3758,3920000,3695000,1985,5600
Stockholm,ÄlvsjöÖrby,3,74,3759,3200000,2995000,1966,10772
Stockholm,Vasastan,2,42,2859,4050000,3475000,1926,10772
Solna,Frösunda,5,117,6504,6450000,6650000,2005,6500
Sollentuna,Edsberg,2,57,3113,1700000,1700000,1963,4200
Stockholm,Bromma,3,59.5,3410,3520000,3600000,1985,5200
Stockholm,Akalla,3,73,4234,2020000,1790000,1975,5200
Stockholm,Kungsholmen,1,26,895,2650000,2195000,1937,3620
Stockholm,Östermalm,1,31,1372,3250000,3300000,1883,3620
Stockholm,Östermalm,3,69.5,3503,4420000,4125000,1992,6500
Stockholm,Gärdet,2,63,2200,5810000,5195000,1950,4200
Stockholm,Kungsholmen,2,36,2850,2960000,2795000,1941,7416
Sundbyberg,Sundbyberg,2,68.8,3095,2200000,1895000,1941,1800
Stockholm,Årsta,2,55,3599,2700000,2700000,1951,1800
Stockholm,Stockholm,3,79,2826,7500000,6950000,1973,1800
Stockholm,Vasastan,2,83,4397,6900000,4975000,1908,6000
Stockholm,Aspudden,1,38,2485,2740000,2295000,1912,4000
Stockholm,Östermalm,2,48,1507,4500000,4100000,1902,5400
Stockholm,Vasastan,2,35,1750,3550000,3150000,2017,5400
Stockholm,Midsommarkransen,3,70,3125,5300000,4395000,2017,8800
Stockholm,Södermalm,2,44,2121,4600000,3995000,1878,6000
Stockholm,Östermalm,2,44.5,2291,4275000,3795000,1878,7800
Stockholm,Vasastan,2,54.5,3262,5110000,4395000,1884,7308
Sollentuna,Helenelund,2,65,3740,2100000,1995000,1970,4440
Stockholm,Hornstull,2,37,1919,3100000,2985000,1932,4500
Stockholm,Nytorget,1,25,1439,2755000,2495000,1938,3720
Stockholm,Blåsut,2,41.5,2612,3005000,2495000,1938,6108
Stockholm,Traneberg,2,41,2528,2600000,2295000,1939,6108
Sollentuna,Edsängen,3,69,3955,2800000,2295000,2019,5400
Stockholm,Södermalm,1.5,31,1314,2600000,2095000,2019,2500
Solna,SKYTTEHOLM,2,56,2776,2900000,2900000,1959,5300
Stockholm,Vasastan,2,42,2024,4200000,4200000,1906,10200
Nacka,Nacka,1.5,32,1373,2000000,1795000,1906,9100
Stockholm,Södermalm,1,26,1702,2500000,1995000,1906,4200
Stockholm,Östermalm,6,192,7165,22600000,17900000,1903,4200
Stockholm,Gröndal,3.5,81,4576,4010000,2995000,1947,7900
Stockholm,Östermalm,5,127,4664,16700000,13950000,1894,7900
Stockholm,Östermalm,2,57,1627,6400000,5750000,1886,12400
Stockholm,Kungsholmen,4,98,4224,7500000,7250000,2012,7200
Stockholm,Gärdet,2,47,3017,4700000,4495000,2018,7200
Stockholm,Vasastan,1,24,1534,2520000,2350000,2011,5300
Stockholm,Kungsholmen,3.5,80,4758,4725000,4450000,1931,7200
Stockholm,Vasastan,2,32,1242,3680000,2975000,1901,4800
Stockholm,Östermalm,3,105,3431,11000000,11000000,1917,4800
Sundbyberg,CentralaSundbyberg,2,53,2623,3750000,3495000,2016,4800
Stockholm,Traneberg,2,54,3193,3400000,2995000,1938,9420
Sollentuna,Norrviken,2,70,3262,3020000,2995000,1970,15984
Sollentuna,Helenelund,3,78,3868,2795000,2650000,1970,5812
Solna,Huvudsta,4,118.5,5140,5100000,4895000,1962,5812
Sundbyberg,CentralaSundbyberg,2,59,1521,3150000,2995000,1954,249
Stockholm,Gubbängen,4,78,4410,3695000,3695000,1947,5500
Sundbyberg,CentralaSundbyberg,4,84,3943,6600000,5995000,2014,5500
Stockholm,HammarbySjöstad,1.5,31,2060,2725000,2725000,1930,5500
Stockholm,Kungsholmen,1,35,1743,2700000,2395000,1939,3204
Stockholm,Kungsholmen,1.5,30,2424,2800000,2495000,1934,948
Stockholm,Älvsjö,1.5,37,2762,1600000,1490000,1957,2000
Stockholm,Solberga,4,83,3746,3400000,3150000,1950,4800
Nacka,Neglinge,1,51,3718,2400000,2400000,1950,22680
Stockholm,Kungsholmen,2.5,58,3021,4320000,3995000,1992,22680
Nacka,Sickla,3,85,4739,4795000,4795000,2006,4800
Nacka,JärlaSjö,1,34,1984,2550000,2395000,2017,3600
Stockholm,Hägerstensåsen,2,55,2426,2710000,2350000,1945,4824
Stockholm,Kungsholmen,2,47,2785,4125000,3575000,1929,4416
Stockholm,NedreGärdet,2,74,3185,6540000,5995000,1934,6000
Stockholm,Årsta,3,69,3112,5500000,4795000,1947,8640
Stockholm,Östermalm,2,49.5,2953,3600000,3495000,1938,8640
Stockholm,Bromma,2,54,2500,2420000,2195000,1945,6828
Stockholm,Kungsholmen,4,103,5324,9895000,9900000,1897,6828
Solna,Järvastaden,2,57,2983,3200000,2895000,2009,6144
Stockholm,Vasastan,4,96,5477,8550000,7995000,1907,7200
Nacka,Björknäs,2,52,3583,2250000,1995000,1960,7200
Stockholm,Bromma,2,53,3835,3150000,3150000,1938,5000
Nacka,Alphyddan,3,76,3977,3750000,3295000,1963,500
Stockholm,Farsta,2.5,72,3506,2600000,2150000,2011,500
Stockholm,Bagarmossen,2,54,3870,2900000,2295000,1954,3800
Stockholm,Bromma,1,37,1604,2400000,1995000,1935,3600
Stockholm,Vasastan,2.5,73,3681,3910000,3850000,1992,4200
Stockholm,Vårberg,3,83,3935,2400000,2400000,1967,4200
Stockholm,StoraEssingen,2,38,1742,2750000,2495000,1938,4200
Solna,Solna,4,95,5545,4650000,4700000,2015,7200
Stockholm,Vällingby,2,61,3228,2610000,2195000,2017,3600
Stockholm,Vasastan,3,79,4611,7700000,7700000,2019,3600
Stockholm,Midsommarkransen,2,45,3825,3450000,2995000,1940,3600
Stockholm,Ekhagen,2,67,3711,4225000,3895000,1935,7300
Stockholm,Vällingby,2,66,3493,2800000,2800000,2019,3900
Stockholm,Vasastan,2,32,1817,2700000,2750000,1937,4200
Stockholm,Telefonplan,2,65,3852,3350000,3150000,2015,4200
Stockholm,Kungsholmen,1,27,1873,2700000,2275000,1931,3840
Stockholm,Aspudden,3.5,66,3737,4100000,3395000,1943,3840
Stockholm,Stockholm,4,83,2498,4500000,4750000,1981,3840
Stockholm,Vasastan,3,87,3917,9000000,9000000,1909,5500
Stockholm,Akalla,3,73,3919,2140000,1995000,1976,6300
Stockholm,Farsta,5,100,3437,3600000,3600000,1959,7800
Stockholm,Högdalen,2,57.5,3128,2365000,2150000,1956,1700
Stockholm,Norrmalm,3,121,5068,12000000,10950000,1904,16500
Stockholm,Vasastan,2,36,1703,3820000,3495000,1884,16500
Stockholm,Östermalm,3,86,3206,10400000,8950000,1898,16500
Stockholm,Östermalm,4,132,5113,15175000,13000000,1886,9000
Stockholm,Östermalm,4,120,1451,15300000,14500000,1925,9000
Stockholm,NorraDjurgårdsstaden,2,43.5,2763,3375000,3495000,2014,9000
Stockholm,Riksby,4,78,4897,3800000,3775000,1943,7420
Stockholm,Årsta,2,55,3599,2750000,2450000,1950,7420
Stockholm,Spånga,2,61.5,4460,1570000,1450000,1968,7420
Stockholm,Kungsholmen,2,37,1994,3200000,2950000,1968,7404
Stockholm,Östermalm,4,122,5201,20000000,20000000,1909,7404
Sollentuna,Häggvik,2,52,3012,2300000,2295000,2014,2640
Stockholm,Södermalm,4,84,2101,8350000,6895000,1912,6100
Sollentuna,Kärrdal,2,69,3527,2250000,1995000,1975,3168
Stockholm,Östermalm,2,59,2195,6000000,5500000,1924,3620
Stockholm,Aspudden,2,39,2432,2860000,2495000,1939,1620
Nacka,Nacka,2,68,3871,3250000,3295000,1939,6000
Stockholm,Södermalm,2,76,4305,5250000,4995000,1930,5400
Sundbyberg,Ursvik,2,39,2619,2250000,2250000,2014,6000
Stockholm,Spånga,3,79,4190,2600000,2295000,1948,11500
Stockholm,Älvsjö,2,73,4693,4000000,3795000,1910,11500
Sollentuna,Silverdal,2,66,4169,3100000,3000000,2013,11500
Stockholm,Midsommarkransen,2,44,3405,2600000,2050000,1940,11500
Sollentuna,Tureberg,3,87,4904,2650000,2495000,1940,7800
Sollentuna,CentralaSollentuna,4,96,5050,3510000,3450000,1989,7800
Stockholm,Katarina,2,37.5,1761,3575000,3150000,1931,7800
Stockholm,Bromma,2,77,3374,3850000,3595000,1930,4400
Stockholm,Gröndal,1.5,32,1449,2600000,2395000,1913,4200
Stockholm,Vasastan,3,64,3159,7500000,6395000,1882,6420
Stockholm,Västertorp,4,92,5911,4200000,4200000,1996,9688
Stockholm,Kungsholmen,1,27,2287,2565000,2395000,1938,5040
Stockholm,Kungsholmen,4,83,4325,6500000,6500000,1896,9312
Stockholm,Gubbängen,3,68,3812,2750000,2495000,1947,6600
Stockholm,Fruängen,4,99,5821,4050000,3600000,1958,8508
Nacka,Ekudden,2,64,3285,3600000,3495000,2011,8592
Stockholm,Östermalm,3,77.5,3720,6700000,5995000,1973,5400
Stockholm,Kungsholmen,1.5,38,1223,3495000,3195000,1927,6100
Stockholm,Liljeholmen,2.5,75.5,3458,4175000,4295000,1927,9000
Stockholm,Midsommarkransen,2,35,2235,2650000,2195000,1940,9000
Stockholm,Bagarmossen,2,54,3870,2420000,2195000,1954,7793
Stockholm,HammarbySjöstad,3,85,4695,5810000,5495000,2014,12621
Stockholm,Östermalm,1,34,1990,2800000,2495000,1939,6500
Stockholm,Maria,2,70,3979,5650000,5450000,1907,6500
Stockholm,Katarina,2,48,1456,4350000,3995000,1907,6500
Stockholm,Örnsberg,2,54,3048,3600000,5795000,1948,4218
Sundbyberg,CentralaSundbyberg,1.5,30,2071,2420000,1995000,1930,3600
Stockholm,Midsommarkransen,1.5,36,2060,2725000,2195000,2012,3600
Stockholm,Vällingby,2,60,3010,2150000,2150000,1956,3600
Stockholm,Älvsjö,3,77,3258,3650000,2995000,2015,6000
Stockholm,Telefonplan,2.5,63,2295,3100000,2795000,1948,4800
Sundbyberg,Sundbyberg,4,91.5,4567,6775000,6775000,2017,9523
Stockholm,Årsta,2,57,3017,2900000,2495000,1945,9523
Nacka,Sickla,2.5,47.5,2699,3275000,2995000,1959,6564
Stockholm,Husby,3,76,5084,1850000,1795000,1974,6564
Stockholm,Vasastan,5,119,5134,10550000,9495000,1926,6564
Stockholm,Vasastan,3,78,3108,6800000,6295000,1979,5000
Stockholm,Örnsberg,2,62,3493,3800000,3195000,2011,4600
Sollentuna,Silverdal,3,73,3837,3500000,3395000,2011,7164
Stockholm,Älvsjö,3,78,5201,2400000,2095000,1960,4000
Stockholm,Vasastan,2,61,2415,5200000,4995000,1905,4000
Sollentuna,Tureberg,3,88.8,4715,2950000,2795000,1998,5000
Nacka,Finntorp,2,63.5,3264,3100000,2695000,1977,5000
Nacka,Saltsjö,4,107,3895,4820000,4995000,1977,11600
Stockholm,Kungsholmen,2,45,3136,2700000,2995000,1938,4200
Stockholm,Kungsholmen,2,64,3156,4700000,4250000,2008,4200
Nacka,Ekudden,3,85,4350,3850000,3495000,2008,9144
Stockholm,Örby,3,76,4962,2350000,1995000,1959,3600
Sundbyberg,SundbybergCentrum,2,53,2750,3525000,2695000,1996,3600
Stockholm,Globen,2,53,3571,3500000,2995000,1946,3600
Stockholm,HammarbySjöstad,2,44,3135,3120000,2695000,2002,5400
Stockholm,Vasastan,3,79,3791,6800000,6395000,1929,6360
Stockholm,Bromma,3,86,3763,4400000,3895000,2015,6000
Stockholm,Hammarbyhöjden,4,86,5198,5000000,4695000,1992,6888
Sollentuna,Edsängen,3,71,3693,2625000,2595000,2012,6888
Stockholm,Kungsholmen,2,35.7,1419,3850000,3295000,1926,7200
Stockholm,Gröndal,1.5,35,2591,2760000,1995000,1926,1920
Stockholm,Liljeholmen,3,75,2079,5480000,5250000,2004,1920
Stockholm,Gröndal,2,47,3373,2850000,2295000,1943,6000
Stockholm,Hägersten,3,70,4133,4300000,4350000,1948,6000
Sundbyberg,CentralaSundbyberg,1.5,39,2616,2450000,2250000,1932,6000
Stockholm,Årsta,2,41,2852,2720000,2245000,1963,3588
Stockholm,Enskede,2,57,3243,2735000,1995000,1952,3588
Stockholm,Bromma,4,96,5188,3950000,3795000,2008,6408
Stockholm,Kungsholmen,1,24.5,1523,2360000,1995000,1949,6408
Stockholm,Vasastan,2,57,3042,5460000,5250000,1907,6408
Stockholm,Vasastan,2,60,1886,6000000,5895000,1898,6408
Stockholm,Kungsholmen,2,48,3860,3650000,3250000,1938,4200
Stockholm,Bromma,2,61,3567,2625000,2395000,2014,4800
Stockholm,Bredäng,3,82,3931,2675000,2675000,1966,5500
Stockholm,Mariehäll,3,71,4198,4130000,3495000,2016,5500
Stockholm,Östermalm,1,24,1128,3100000,2695000,1884,2400
Stockholm,Annedal,3,83.5,3607,4300000,3895000,2014,2400
Solna,SolnaC,1.5,46,2405,2670000,2395000,2014,2400
Stockholm,Kungsholmen,3,72,5235,8345000,8495000,1934,5900
Solna,Bergshamra,4,87.4,5255,5660000,4895000,1998,6860
Stockholm,Älvsjöcentrum,4,140,5421,5800000,5195000,2013,7704
Stockholm,Kungsholmen,2,59.5,2506,4200000,4150000,2009,5000
Solna,Frösunda,3,68,4249,4057000,3595000,2007,8500
Stockholm,Hammarbyhöjden,2,51,3186,2900000,2495000,1939,6000
Stockholm,HammarbySjöstad,3,84,4131,5600000,5495000,2006,6000
Stockholm,Södermalm,1,29,1153,3150000,2695000,1913,6000
Stockholm,Kungsholmen,2,47.5,3304,3515000,3395000,1937,4800
Stockholm,Älvsjö,3.5,111,6797,4850000,4490000,1909,8568
Stockholm,Älvsjö,3,75,4005,3245000,2850000,1985,4000
Stockholm,Hornsbergsstrand,2,49,3145,4000000,3795000,2013,4000
Nacka,Hedvigslund,2,66,4010,2200000,2195000,1993,5460
Stockholm,Kungsholmen,3,87,3213,5850000,5750000,1927,2520
Stockholm,Norrmalm,4,124,6717,8800000,8495000,1931,10332
Stockholm,Skärmarbrink,2,40,2741,2600000,2295000,1939,5100
Nacka,Ältacentrum,2,63,5321,1660000,1580000,1993,2196
Sundbyberg,Rissne,4,96.7,5209,3050000,2895000,1983,5400
Sundbyberg,Sundbyberg,4,86,4379,4325000,3995000,1965,5400
Stockholm,Södermalm,2,70,3609,4710000,4475000,1999,7500
Stockholm,Östermalm,1,26,1724,2830000,2800000,1938,3240
Stockholm,Gröndal,3,83,4209,4600000,4450000,1982,3240
Stockholm,Östermalm,5,120,6573,11950000,11950000,1937,6600
Stockholm,Södermalm,2,45,1637,4310000,3495000,1977,6000
Stockholm,Västertorp,2,55,3101,2870000,2395000,1949,8092
Stockholm,Västertorp,3,78,3997,4050000,3375000,1953,7000
Nacka,Orminge,1.5,37,2394,1600000,1575000,1970,3900
Nacka,Nacka,3,81,3801,3700000,3595000,1970,6100
Stockholm,Hökarängen,3,80,5413,3045000,2695000,2011,6000
Stockholm,Gärdet,3,85,4005,5200000,4975000,1963,6000
Stockholm,Östermalm,3,70,2455,9600000,7500000,1906,6000
Stockholm,Östermalm,3,73,3695,9500000,9500000,2018,6000
Stockholm,Östermalm,4,99,4131,13750000,13900000,1929,12000
Stockholm,Katarina,3,75,4237,5690000,5690000,2019,8730
Solna,CentralaSolna,5,113,5185,4350000,4350000,1952,4400
Stockholm,Östermalm,2,41,1881,3970000,3495000,1938,6175
Stockholm,Hornstull,3,79.4,3381,6015000,5495000,1971,6600
Stockholm,Sickla,2,60,4004,4400000,3995000,2003,6600
Solna,Råsunda,2,68,4146,4550000,3895000,1926,4900
Stockholm,Katarina,2,56,2988,4350000,3995000,1938,7216
Stockholm,Katarina,1,34,1823,2960000,2695000,1927,4560
Stockholm,Sätra,2,56.1,3542,2310000,1890000,2001,3000
Stockholm,Hässelby,3,63,3774,2565000,2295000,2018,3200
Stockholm,Hornstull,3,75,2941,6420000,5495000,1912,7700
Stockholm,Abrahamsberg,3.5,66,3835,3675000,2995000,1943,4500
Stockholm,Älvsjö,2,71,3659,2200000,1790000,1968,2500
Stockholm,Hägerstensåsen,2,42,2990,2710000,1995000,1946,5200
Stockholm,Östermalm,2,62,2920,7000000,6195000,1932,8700
Stockholm,Hornstull,1.5,37,2211,3800000,3495000,1925,8164
Solna,Bergshamra,4,86,4030,4600000,4050000,1960,8164
Stockholm,Bromma,1,31,2077,2325000,1995000,1935,3400
Sundbyberg,CentralaSundbyberg,2,30,1528,2500000,2095000,1935,3400
Stockholm,Högalid,3,74,2447,4910000,4795000,1983,6685
Stockholm,Högdalen,4,85,4858,4150000,4150000,2017,7980
Stockholm,Södermalm,3,72,2550,6150000,5600000,1975,7200
Solna,Bergshamra,4,90,4029,5200000,5200000,1960,6100
Stockholm,Stockholm,3,79,3640,6500000,5500000,1982,6100
Stockholm,Liljeholmskajen,2,54,2925,4350000,3695000,2012,6000
Stockholm,Stockholm,1,29,1328,2950000,2695000,1905,6000
Stockholm,Fruängen,3,68,3647,3000000,2595000,1955,3600
Stockholm,Midsommarkransen,2,48,2673,3275000,2675000,2012,3600
Stockholm,Stureby,3.5,87,4951,6220000,5495000,1929,8172
Stockholm,Vasastan,3,70,3556,5250000,5250000,1928,8172
Stockholm,Fruängen,3,68,4825,2850000,2850000,1953,3600
Nacka,Finntorp,2,58,2888,2550000,2495000,1951,3960
Sollentuna,SollentunaEdsberg,3,75,4398,2100000,2195000,1961,5592
Solna,Råsunda,1,41,2315,2800000,2495000,1940,3800
Stockholm,Fruängen,2,58,3048,2860000,2590000,2010,4140
Stockholm,Bromma,4,114,5586,4050000,3950000,1952,8400
Nacka,Alphyddan,3,78.6,4172,3000000,2995000,1962,4500
Solna,Huvudsta,3,85,4981,4200000,3995000,2006,4000
Stockholm,Bromma,1,31,1586,2130000,1695000,1963,2650
Stockholm,Blåsut,2,40.5,2137,2850000,2495000,2019,6360
Stockholm,Vällingby,2,54,2731,2300000,1995000,1957,4400
Stockholm,Sofia,4,98,5800,7400000,7125000,2003,10440
Stockholm,Liljeholmskajen,3,74,3935,4750000,4295000,2010,10440
Stockholm,Blackeberg,5,118,6432,4600000,4195000,2010,8640
Sollentuna,Silverdal,3,80,4913,3930000,3800000,2013,8640
Solna,Järvastaden,2,50,2820,2850000,2495000,2015,8640
Stockholm,Östermalm,2.5,53,2559,5150000,4995000,1943,8640
Stockholm,Enskede,2,50,2102,3320000,2950000,2012,7908
Stockholm,Kungsholmen,2,37,2537,3000000,2695000,1935,4944
Stockholm,Bromma,2,55,2539,2795000,2595000,1945,4800
Stockholm,Enskede,2,41.5,1952,2950000,2450000,1929,6480
Nacka,Sickla,1,25,1031,2050000,1850000,1948,6120
Sundbyberg,Hallonbergen,2,68.8,3191,1900000,1950000,1972,6120
Stockholm,Gröndal,2,44.5,3026,2550000,2150000,1946,4440
Solna,Råsunda,2,51.5,1632,3060000,2895000,1944,4440
Stockholm,Södermalm,1.5,38.5,2407,3300000,3300000,1927,6516
Stockholm,HammarbySjöstad,2,55,3779,3800000,3495000,2015,4200
Nacka,HammarbySjöstad,2,39,2391,2995000,2495000,2019,4200
Stockholm,Östermalm,1.5,41,2305,3320000,2895000,1939,4200
Stockholm,EnskedeBlåsut,3,48,3543,2975000,2650000,1943,5244
Stockholm,Älvsjö,2,48,3425,2000000,1795000,1958,5244
Stockholm,Stockholm,2,58,2108,4750000,4195000,1927,3024
Stockholm,Vasastan,2,55,2198,5360000,4975000,1916,5400
Stockholm,Kungsholmen,2,36,1699,3575000,2995000,1929,4200
Stockholm,Södermalm,3.5,87,3204,9000000,7750000,1892,13700
Stockholm,Norrmalm,1,20,1208,2410000,1950000,1887,5544
Solna,Huvudsta,1,46,2626,2775000,2495000,2013,3149
Stockholm,Vasastan,1.5,43,2240,4250000,3775000,1901,3149
Solna,Frösunda,2,64,3519,3540000,2995000,2011,6600
Stockholm,Midsommarkransen,2,43,2880,2900000,2495000,1946,7698
Stockholm,Vasastan,4,103,3822,8750000,7775000,1929,7698
Stockholm,Södermalm,2,71,2619,7100000,5950000,1893,6400
Stockholm,Farsta,5,123,6987,3500000,3250000,1958,3750
Stockholm,Hammarbyhöjden,2,68,5763,2450000,2450000,1992,6000
