region,dist_to_central_st,num_of_rooms,size,fee,final_price,initial_price,year_built
Stockholm,673,1.5,38,1787,4200000,3795000,1940
Stockholm,817,1,19,900,2450000,1995000,1906
Stockholm,860,4,95,4727,7550000,6495000,1912
Stockholm,990,2,58,3783,2800000,2495000,1943
Stockholm,1653,3,72,4720,4495000,4495000,2000
Nacka,2476,3,81,5530,2300000,1995000,2000
Solna,685,4,96,4789,5505000,4895000,1950
Stockholm,1210,2,64,3518,4620000,4295000,2014
Stockholm,975,2,43,1741,3900000,3495000,1926
Stockholm,837,2,56,3070,4200000,3800000,1897
Stockholm,792,2,41,1316,4050000,3950000,1994
Stockholm,1224,2,66.6,5585,3150000,3395000,1993
Stockholm,1324,3,75,3266,6400000,5750000,1993
Sundbyberg,1334,2,47,3367,2150000,2150000,1993
Stockholm,559,3,80.5,2538,6870000,6450000,1969
Solna,1208,3,74,2540,4700000,4775000,1910
Stockholm,1224,2,51,3335,3200000,2995000,2016
Stockholm,396,2,37.5,2886,3750000,3750000,1934
Stockholm,549,2,52,1664,5200000,4995000,1926
Stockholm,869,4,91,4541,5625000,5395000,2012
Solna,1286,1.5,40,2005,2900000,2495000,1937
Sundbyberg,1988,4,95,4651,4000000,3795000,2009
Stockholm,1205,4,97,5350,6830000,6495000,2016
Sundbyberg,2175,1.5,34.5,2265,2200000,1875000,2017
Stockholm,596,1,30,1543,3100000,2495000,1931
Sundbyberg,1342,1,37,2082,2450000,2450000,1928
Stockholm,782,2,56,2384,4300000,3890000,1905
Stockholm,1170,3.5,100,5844,5550000,5395000,1905
Nacka,2341,4,91,5584,2500000,2195000,1905
Stockholm,753,2,37,2190,3125000,3150000,1939
Stockholm,726,2,44,1636,3870000,3250000,1933
Stockholm,867,2.5,47,2400,3950000,3490000,1913
Stockholm,1101,1.5,36,1435,2850000,2850000,1913
Stockholm,494,2,40,2129,3700000,3250000,1964
Stockholm,1341,4,106.5,6211,7300000,6750000,2002
Stockholm,843,2,60,2394,4750000,4450000,1963
Stockholm,768,4,115,4847,14225000,13900000,1897
Sundbyberg,1044,1.5,35,1686,2825000,2650000,2017
Stockholm,884,2,48,1977,3400000,3400000,1933
Stockholm,795,3,80,2571,9825000,9250000,1884
Nacka,2533,2,55,2980,2000000,1895000,1884
Stockholm,516,1.5,36,1501,3335000,2750000,1934
Nacka,1633,2,58,3030,3150000,2950000,1934
Stockholm,806,2,65,2855,4800000,4590000,2009
Stockholm,2396,5,118,2282,7700000,7700000,2019
Stockholm,759,1,27,1749,2760000,2450000,1930
Stockholm,1841,5,108,6617,2650000,1875000,1983
Solna,1609,5,111,5635,5800000,5800000,2016
Sundbyberg,888,4,98.5,5627,4950000,4495000,1960
Stockholm,461,1,33,1686,3330000,2650000,1896
Stockholm,1244,3,88,5295,6600000,5995000,2003
Nacka,3060,2,63,3360,2200000,1995000,2003
Stockholm,1457,3,74,4720,4810000,3995000,1938
Solna,496,2,55,3218,3720000,2995000,1946
Stockholm,940,3,72,2864,7995000,7995000,1913
Sundbyberg,976,4,85,4788,5395000,4895000,2011
Stockholm,1361,4,100,6121,2960000,2960000,1978
Stockholm,1189,4,94,5823,7200000,6900000,2014
Stockholm,1275,4,108.7,5867,5300000,4195000,2008
Stockholm,999,4,84,4887,5200000,4895000,2006
Stockholm,885,2,51,3269,3220000,2695000,1938
Stockholm,1281,3,86.5,6008,3375000,2775000,2000
Stockholm,1933,2,57,3000,2920000,2290000,1952
Stockholm,1137,2.5,56.5,3964,2950000,2495000,1945
Stockholm,1333,4,95,4761,2600000,2495000,1969
Stockholm,1555,3,75,3847,3700000,3495000,1943
Stockholm,656,1.5,34,1433,2970000,3100000,1943
Solna,1130,3,74.5,3586,3570000,2795000,1953
Stockholm,811,1,26,1928,2440000,2095000,1953
Stockholm,1385,3,93,3888,4600000,4295000,1998
Sollentuna,2397,3,66,3525,1980000,1595000,1964
Sollentuna,2288,1,35,2686,1785000,1375000,2015
Nacka,1750,3,78.5,4261,5250000,5250000,2013
Solna,856,2,36,1786,2860000,2295000,2013
Stockholm,1136,3,87,4110,6250000,5195000,2003
Stockholm,1782,1,27,1856,1570000,1650000,1957
Stockholm,878,2,46,2835,3140000,2695000,2014
Stockholm,646,3,60,3527,5450000,4675000,1929
Stockholm,2428,3,75,4645,3450000,3350000,1929
Stockholm,2314,3,70,4081,3375000,3295000,2017
Stockholm,1381,2,34,3060,2060000,1695000,1939
Sollentuna,1585,3,65,3109,3610000,3350000,2017
Stockholm,576,1,34,1223,3675000,2995000,1905
Stockholm,746,3,63,3128,3725000,2995000,1944
Stockholm,884,2,40,2328,2930000,2900000,1941
Stockholm,952,2.5,58,2156,3680000,2995000,1936
Stockholm,1252,3,79,4551,4550000,3995000,2008
Solna,705,4,85,4340,4800000,4195000,1949
Solna,1097,2,39,2463,2760000,2395000,1939
Stockholm,458,2,42,2204,3850000,3195000,1934
Stockholm,1343,3,70,4608,4050000,3750000,2005
Stockholm,1126,2,49,3735,2550000,2395000,1939
Sollentuna,1454,4,102,6015,4010000,3875000,2009
Stockholm,1152,4,100,5537,5800000,5695000,2009
Stockholm,689,3,61,2305,6585000,6000000,1903
Solna,1234,2,58,2773,3400000,3595000,1910
Solna,1446,3,78,4598,4675000,3895000,2006
Stockholm,1994,2,60,4648,2000000,2000000,2000
Stockholm,915,1,26,1558,2870000,2475000,2000
Solna,1073,3,71,4118,3400000,3195000,1938
Stockholm,368,3,64,3269,5760000,5250000,1882
Stockholm,1884,1,41,1754,2240000,1925000,1951
Stockholm,1046,4,69,4370,4020000,3450000,1950
Stockholm,838,2,44,2255,3860000,3350000,1932
Solna,943,2,47,2546,3000000,2695000,2015
Sundbyberg,1993,3,77.4,4695,3310000,2995000,2010
Nacka,1509,1,37,2413,2575000,2495000,2010
Stockholm,425,1,28,2189,2685000,2195000,1934
Stockholm,1699,3,70,4802,3300000,2995000,1958
Stockholm,1018,4,114,6082,8620000,7895000,1911
Nacka,1804,2,58,3285,3380000,2495000,1950
Stockholm,906,2,43.5,2634,3050000,2495000,2009
Stockholm,947,2,52,3465,3520000,2995000,1947
Stockholm,1605,2,55,3195,2610000,2095000,1954
Stockholm,1538,2,53,3044,2900000,2395000,1947
Stockholm,364,1,27.5,2237,2600000,2495000,1935
Stockholm,536,2,42,2407,4225000,3295000,1928
Stockholm,892,4,91,3434,8600000,7395000,1907
Stockholm,1086,2,43,3194,2780000,2250000,1943
Stockholm,529,1,38.5,3088,2420000,1895000,1951
Nacka,1846,2,63,4824,2080000,2080000,1951
Stockholm,842,3,75,3591,7200000,7200000,1931
Stockholm,1282,2,50,3602,2150000,1995000,2007
Stockholm,1790,2,46,2434,2550000,1895000,2017
Stockholm,1348,4,101,5517,5550000,4750000,1956
Stockholm,271,2.5,78,2069,6400000,6475000,1882
Nacka,3260,3,87,4223,5000000,4995000,1882
Stockholm,542,2,72,2472,6750000,5950000,1888
Stockholm,903,1,45.5,2642,3800000,3675000,1925
Stockholm,287,3,90,3314,7700000,7495000,1889
Stockholm,233,2,51,2891,4500000,4195000,1912
Stockholm,648,1,32,1486,2950000,2695000,1904
Stockholm,729,2,52,1668,4300000,3850000,1925
Stockholm,1790,2,64,3387,2900000,2195000,2017
Stockholm,982,1,35,2698,3225000,2995000,1929
Stockholm,966,2,42.5,2313,3250000,3195000,1933
Stockholm,507,2,62,3273,4350000,3650000,1965
Nacka,2205,4,100,5487,4100000,3995000,2015
Stockholm,975,2,58,3550,2725000,2495000,1947
Stockholm,1235,2.5,58,3650,3775000,3695000,1946
Stockholm,1043,3,71,2945,3495000,3495000,1961
Solna,1385,4,102,5074,5650000,4950000,2014
Stockholm,1652,6.5,143,8137,10100000,8950000,2003
Stockholm,1020,2,60,2942,5200000,4950000,1912
Solna,1281,3,67,4236,3550000,2995000,1972
Stockholm,936,2,59.5,3376,4250000,3995000,2007
Sundbyberg,2189,3,66,3815,2780000,2780000,2016
Stockholm,716,1,26,2008,3000000,2595000,2016
Stockholm,473,3.5,72,3190,5800000,5450000,1982
Stockholm,510,2,50,2064,5600000,5250000,1897
Stockholm,928,2,47,3466,2700000,2700000,1897
Stockholm,523,1.5,32,1706,3560000,3195000,1930
Stockholm,1450,1,49,3442,3055000,2650000,1930
Stockholm,633,1,29,1606,3040000,2595000,1885
Stockholm,266,3,97,3845,9200000,8950000,1901
Stockholm,1462,2,52,4462,1925000,1925000,1992
Stockholm,691,2.5,76,2843,7100000,5975000,1932
Stockholm,679,1.5,35,1493,4080000,3495000,1906
Stockholm,828,1,29,1155,3100000,2395000,1975
Stockholm,1143,2,52,2564,2800000,3000000,1945
Stockholm,953,2,38,2025,3100000,2750000,1931
Stockholm,1066,3.5,74,4834,3975000,3195000,1931
Stockholm,469,2,45,2405,4700000,3995000,1897
Solna,895,3,82.3,2708,4000000,3595000,1965
Stockholm,773,2,44,2527,4000000,3350000,1930
Stockholm,809,2,52,3294,3000000,2495000,1944
Sundbyberg,400,3,78,4405,4225000,3995000,2011
Stockholm,551,1.5,39,2565,4100000,3495000,2011
Stockholm,1266,1,38.5,1797,3350000,3350000,2016
Stockholm,2023,3,76.5,3921,2200000,2200000,1965
Stockholm,1936,1,23,1631,1650000,1495000,1953
Stockholm,581,2,59,842,5700000,5395000,1909
Solna,801,2,62.5,2964,2850000,2595000,1983
Stockholm,494,3,114,5118,13500000,13500000,1899
Solna,1014,3,78,4523,4950000,4495000,1899
Solna,877,3,82,4442,4830000,4830000,2016
Stockholm,1515,3,76,4342,2315000,2395000,1991
Sollentuna,1570,5,122.5,5677,3775000,3650000,1982
Stockholm,1559,1,32,2350,2200000,2200000,2017
Stockholm,519,1,38,1499,3950000,3295000,1886
Nacka,1009,3,75.6,3722,4400000,3995000,2001
Stockholm,1261,2,52,2275,3200000,2595000,2016
Stockholm,1578,5,110,6970,3230000,2750000,1960
Solna,915,4.5,97.5,4200,4700000,4195000,1957
Stockholm,522,3,87.2,4065,5605000,5295000,1963
Stockholm,1035,2.5,54,2612,3725000,2995000,1946
Sundbyberg,1332,1,33.9,2604,1850000,1495000,1999
Stockholm,1892,4,85,4200,3450000,3500000,1960
Stockholm,789,2,38,2182,3850000,2995000,1938
Stockholm,1431,4,91,5849,2630000,1995000,1974
Stockholm,1534,3,73,3988,2050000,1800000,1974
Stockholm,1689,3,84,4341,4300000,3995000,2017
Stockholm,326,3,85,3965,8200000,7695000,1885
Solna,1010,1.5,33,2048,2720000,1995000,2016
Sundbyberg,821,2,73,4117,4310000,3695000,2002
Stockholm,2589,3,101.5,4158,5100000,4995000,1930
Stockholm,1022,2,61,3532,4410000,3995000,1911
Stockholm,639,3,94,1141,9625000,7995000,1905
Stockholm,1196,2,59,3971,4725000,4725000,2008
Solna,943,2,47,2524,3100000,2695000,2016
Stockholm,1836,2,60,3519,1780000,1795000,1957
Nacka,2021,2.5,59,4113,1875000,1750000,1957
Stockholm,1914,1.5,36,2784,2250000,1895000,2013
Stockholm,1034,1,32.5,2210,2205000,1895000,1945
Stockholm,2419,1,49,2515,2225000,1995000,1957
Stockholm,1444,2,61.5,4388,2150000,1950000,1985
Stockholm,2084,2,50,3088,2550000,2295000,2014
Stockholm,814,2,60,3058,5150000,5350000,1894
Stockholm,752,3,81,2723,7190000,6450000,1913
Stockholm,363,2,44,2786,4210000,3295000,1906
Solna,705,3,67,2643,3600000,2995000,1950
Stockholm,747,2,46,2417,4400000,3995000,1905
Stockholm,682,2,37,1646,4600000,4250000,1931
Sollentuna,1838,2,61,3854,2900000,2900000,1976
Stockholm,1498,3,68,3884,3130000,2575000,1955
Stockholm,561,3,107,3646,12200000,8995000,1902
Stockholm,1376,2,44,3143,3400000,3195000,2009
Solna,1114,3,79,3787,3920000,3495000,1962
Solna,1940,1.5,41,2362,2450000,2195000,1938
Stockholm,797,1.5,28,2300,2600000,2250000,1929
Stockholm,582,2,63,2741,6625000,5895000,1900
Stockholm,1632,2,62,4073,2800000,2395000,1954
Nacka,1429,1.5,37,1652,2465000,2295000,1958
Stockholm,411,3,69,4133,5320000,4495000,1991
Stockholm,757,2,42,1664,4550000,4250000,1902
Stockholm,493,1,35,1798,3350000,2995000,1905
Stockholm,1285,3,58,4046,3150000,2795000,1945
Stockholm,410,1,36,1097,3340000,3340000,1945
Stockholm,1529,1.5,45,2731,2325000,1995000,1983
Nacka,1057,3,88.5,4322,5420000,5550000,1983
Solna,1461,3,72,3899,3700000,4060000,2018
Stockholm,1120,2,57,2996,3575000,3195000,1935
Stockholm,554,3,87,3771,8000000,6950000,1909
Stockholm,1942,3,73,4275,1850000,1695000,1956
Stockholm,2069,2,42,2901,2060000,1695000,2015
Stockholm,1319,1.5,37,3235,2000000,1790000,2008
Stockholm,318,2,63,3922,6550000,5695000,1943
Stockholm,1754,1,45,3099,1600000,1695000,1961
Sundbyberg,1456,2,63,2953,2150000,1895000,1957
Stockholm,726,1.5,41,2112,4550000,3500000,1957
Stockholm,712,2,51,2114,4350000,3995000,1926
Stockholm,656,1.5,34,1434,3200000,2995000,1963
Stockholm,1585,2,42,2871,2600000,1995000,1943
Stockholm,471,2,53,2440,5300000,4575000,1900
Stockholm,1053,1,33,1569,2500000,1995000,1937
Solna,785,1.5,41,2100,2640000,2295000,1937
Stockholm,1555,2,54,2925,4100000,4100000,2018
Sundbyberg,1313,2,47,2681,2295000,2295000,2018
Sundbyberg,1981,2,39,2507,2215000,1895000,2014
Solna,836,3,77,3669,4350000,3995000,1936
Solna,1105,1,25.3,1259,2150000,1650000,1959
Stockholm,722,1,26,1623,2650000,2395000,1939
Stockholm,2029,5,109,5625,4600000,4395000,2012
Solna,1589,4,86,3654,5025000,4450000,2011
Stockholm,636,2,43,1844,4600000,3995000,1901
Stockholm,1284,4,104,4073,3850000,3495000,1970
Stockholm,1546,2,54,2907,1650000,1595000,1958
Nacka,2022,3,68,3952,3600000,2877000,2009
Solna,984,4,96.2,3828,3780000,3195000,1972
Sollentuna,2331,4,81,4174,3650000,3450000,2018
Nacka,1491,3,81,5194,4610000,3995000,2018
Stockholm,843,2,38,2406,2670000,2295000,1942
Stockholm,869,2,55,3154,3300000,3295000,2013
Stockholm,479,4,141.5,5775,11500000,11395000,2013
Stockholm,885,3,72,1294,8800000,7950000,1896
Stockholm,523,1.5,42,2573,3800000,3700000,1927
Stockholm,473,2,62,2945,4600000,4495000,1982
Stockholm,467,3,85.5,4458,6850000,6495000,1967
Stockholm,1363,1,39,2781,2250000,1975000,1946
Stockholm,2357,4,91,5416,3400000,3150000,2011
Stockholm,2023,4,114,6229,4300000,3895000,1951
Stockholm,1229,4.5,103,5832,4550000,4350000,1981
Stockholm,1927,3,73,3600,2600000,2450000,1959
Sollentuna,2167,3,83,4443,2150000,2095000,1975
Stockholm,1004,2,42,2090,3695000,3195000,1935
Stockholm,1159,2,49,2262,4700000,4250000,1930
Stockholm,1264,2,58.5,3337,4250000,3900000,2007
Stockholm,441,3.5,91.6,3381,7935000,7250000,2007
Stockholm,878,2,60,2494,4275000,4275000,2007
Stockholm,1029,4,92,4787,4400000,4495000,2017
Nacka,2875,3,72,4070,3050000,3095000,2008
Nacka,2502,2,59.5,4046,2430000,2295000,2008
Stockholm,454,2,58,2299,5000000,4495000,1927
Stockholm,1973,3,68.5,4626,2000000,1790000,1967
Nacka,1674,2,60.5,3396,5300000,5195000,1967
Stockholm,1682,2,68,3751,2720000,2495000,2011
Stockholm,700,2,50,2145,3900000,3495000,1929
Solna,1959,3,60,3206,3600000,3195000,1945
Nacka,2533,2,55,3205,1860000,1795000,2016
Sollentuna,2183,3,71,3693,2600000,2600000,2011
Sundbyberg,171,1,36,2451,2300000,2095000,2011
Stockholm,614,3,79.5,3975,5795000,5795000,2015
Stockholm,699,3,70,3802,7400000,7995000,1927
Sollentuna,2202,3,83,4273,2150000,2300000,1975
Nacka,3092,2,63.3,3260,1800000,1850000,1975
Sollentuna,2681,3,75.5,4512,2330000,2375000,1962
Stockholm,797,2,28,2324,2800000,2495000,1929
Stockholm,1322,2,24,1376,2250000,2270000,1952
Stockholm,1177,3,80,4550,3760000,3850000,2019
Stockholm,1403,2,44,2202,2620000,2495000,1944
Stockholm,781,2,72,2439,5800000,6000000,1934
Stockholm,1614,2,61,3155,2560000,1995000,1955
Stockholm,2020,3,72,3990,3300000,3250000,2009
Stockholm,2447,2,71,3618,1990000,1795000,1986
Stockholm,1689,3,84,4341,4225000,3995000,2017
Sundbyberg,1613,3,82.1,3807,2500000,2295000,1972
Sollentuna,1227,3,78,3868,2515000,2495000,1970
Sundbyberg,2075,2,39,2538,2250000,1995000,2015
Stockholm,773,2,41,2355,3975000,3475000,1930
Stockholm,746,2,39,2584,3300000,2995000,1939
Stockholm,520,3,82,2468,7400000,6950000,1927
Stockholm,2069,4,78,4851,2425000,2295000,2015
Nacka,2295,1.5,37,1956,1675000,1495000,1971
Nacka,1331,3,85,5276,5010000,4850000,1971
Stockholm,1230,2,56.5,4083,3120000,2795000,2003
Nacka,1647,4,114,6392,8150000,7795000,1898
Sundbyberg,251,3,84,4703,5160000,4990000,2013
Stockholm,1263,3,65,3253,4000000,4000000,1945
Sollentuna,2102,3,83,4330,2100000,2150000,1975
Nacka,1998,2.5,54,3430,1900000,1795000,1975
Stockholm,587,1,32,1734,3500000,3200000,1903
Stockholm,1445,3,57,4889,2200000,1750000,1992
Solna,1248,2,67,2784,4000000,3495000,2014
Stockholm,1230,4,89,5805,3000000,2995000,1993
Stockholm,1140,2,41.5,3106,2350000,1995000,1939
Stockholm,1156,2,54,2621,2850000,2800000,1946
Stockholm,949,2,52,3080,3200000,2595000,1947
Stockholm,608,2,62,2288,8150000,6895000,1884
Stockholm,1943,4,73.5,3890,3150000,2895000,1958
Stockholm,922,2.5,72,3893,5350000,4995000,1924
Solna,919,4,85.5,4011,4550000,4600000,1960
Stockholm,1824,2,56,4514,1995000,1795000,1950
Stockholm,1335,2,58.5,3707,3700000,3700000,2007
Nacka,1394,3,78.6,4394,3620000,2995000,2007
Solna,1080,2,56.9,2355,2750000,2095000,2007
Sundbyberg,991,4,96,6050,5700000,5395000,1917
Nacka,2744,1,20,1354,1260000,995000,1917
Stockholm,947,1,33,2608,2700000,2495000,1938
Stockholm,933,2,54,2912,4260000,3995000,1931
Stockholm,1655,2,57,3165,2850000,2450000,2009
Stockholm,979,1.5,36.5,2046,2850000,2850000,1931
Stockholm,1565,4,107,5637,3750000,3495000,1956
Stockholm,1336,2.5,51,2771,2300000,1995000,1944
Sundbyberg,2176,2,55,2758,2400000,2095000,2013
Solna,920,1,25,1256,2340000,1795000,1931
Sundbyberg,914,4,98.5,6602,4700000,4250000,1966
Stockholm,1432,3,69,3961,3550000,2995000,1949
Solna,391,2,50,2845,2860000,2495000,1945
Stockholm,805,2,33.5,1599,4300000,3300000,1906
Stockholm,1319,3,75,4333,3400000,2795000,2013
Stockholm,972,3,86,6653,4800000,4475000,2015
Stockholm,2602,2,49.5,3533,2000000,1695000,1996
Sundbyberg,446,1,23,1720,2025000,1795000,1943
Stockholm,1221,3,86,4592,5125000,4195000,2009
Stockholm,1653,3,72.5,3932,2770000,2595000,2012
Sollentuna,997,3,76,5247,2300000,2450000,1944
Solna,873,4,84.5,4233,4110000,3595000,1944
Stockholm,1234,5,118.5,5480,6890000,5950000,2009
Stockholm,831,2,42,3054,3700000,3295000,1939
Stockholm,945,1.5,40,1911,3500000,3450000,1897
Stockholm,1936,1,34,2129,1720000,1775000,1953
Stockholm,1244,4,87,4893,5600000,5500000,2016
Stockholm,1050,2,70,4160,2280000,1995000,1985
Stockholm,807,1.5,38,2605,2895000,2895000,1939
Stockholm,1298,2,39.5,2425,2300000,1995000,1944
Solna,940,2,57,2731,3000000,2795000,1958
Stockholm,1572,2.5,61,4033,2550000,2550000,1993
Stockholm,2510,2,58,3903,2000000,2000000,1993
Stockholm,1457,2,77.5,4751,4850000,4650000,2004
Stockholm,1395,1,29,1711,2100000,1495000,1955
Stockholm,2728,2,48,3056,1995000,1995000,2017
Stockholm,798,1,21,1235,2000000,1695000,1938
Nacka,1691,1,35.7,3120,2025000,1975000,1957
Stockholm,650,2,38,1940,4100000,3595000,1906
Stockholm,1033,3,85,3919,4100000,3795000,1961
Stockholm,799,3,69,4346,5725000,4995000,1941
Solna,1015,2,41,2289,2750000,2750000,2019
Stockholm,544,3,77,3425,8275000,7895000,1929
Stockholm,746,3,78,2431,7025000,6750000,1953
Stockholm,497,1,18,984,2900000,2495000,1929
Nacka,2676,1.5,37,2700,1670000,1495000,1929
Sundbyberg,1374,2,71.5,2698,2440000,2500000,1929
Solna,1022,6,153,7846,4750000,4395000,1965
Stockholm,1858,2,60,3817,1850000,1695000,1956
Sollentuna,2352,1.5,42.5,2410,1730000,1690000,1974
Stockholm,621,1.5,44,2462,3500000,3250000,1974
Stockholm,1390,3,74,4643,4500000,4295000,2003
Stockholm,1546,3,76.5,4401,2400000,2095000,1979
Stockholm,1699,2,66,3493,3000000,2795000,2019
Nacka,2817,4,81,5530,2300000,2095000,2019
Stockholm,646,2,78,3226,9000000,7995000,1939
Stockholm,1403,3,77,5099,2250000,1990000,1965
Stockholm,827,2,54,3608,5650000,4650000,1911
Stockholm,444,3,77,3760,9000000,9000000,1901
Stockholm,550,4,88,4473,7900000,6995000,1928
Stockholm,1987,3,84,4509,2880000,2750000,2009
Sollentuna,2269,1,33,2874,1550000,1495000,1962
Stockholm,1493,3.5,85,5535,5030000,4995000,2003
Solna,1877,4,92,4765,4700000,4450000,2013
Stockholm,1177,3,61,3204,4500000,3495000,1943
Stockholm,1216,2,35,2235,2710000,2195000,1940
Stockholm,936,2,59.5,3340,4300000,3995000,2006
Nacka,1730,2,66,3929,3100000,2750000,2006
Stockholm,439,2.5,76,3578,7050000,6950000,1935
Stockholm,690,1.5,38,2170,3210000,2995000,1935
Stockholm,1521,2,42,3750,2310000,1995000,1942
Stockholm,1315,2,52,3324,3900000,3995000,2014
Solna,843,2,59,2915,2720000,2495000,1973
Stockholm,595,2,53.5,3473,4150000,3995000,2015
Stockholm,1044,3,70,4133,4800000,3995000,1948
Stockholm,2304,2,46,2787,2250000,1795000,2015
Sollentuna,2515,3,73.5,4470,1770000,1800000,1974
Stockholm,1732,1.5,35,2821,1950000,1495000,1949
Stockholm,1486,4,101.5,6802,3830000,3095000,1985
